LoadId,OMarket,Equipment,Dt,Cust,HazMat,LeadDays,PickDOW,DMarket,DZip,Distance,DLon,DLat,COGS
58508856,IL_CHI,V,2024-06-09,5780d0e0cf4f4de6960d6a5b6d6479cd,0,4,Weekday,IL_CHI,60628,47,-87.62,41.7,300
58509068,IL_CHI,V,2024-06-07,16baf742dd184a4cb79cfcb23162eb33,0,4,Weekday,OH_CLE,44256,356,-81.84,41.14,800
58520391,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,3,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58520427,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,3,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58520481,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,6,Weekday,IL_JOL,60491,28,-87.95,41.61,290
58520505,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,6,Weekday,IL_JOL,60491,28,-87.95,41.61,290
58520558,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,6,Weekday,IL_JOL,60491,28,-87.95,41.61,290
58520586,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,7,Weekday,IL_JOL,60491,28,-87.95,41.61,290
58520606,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,3,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58520619,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,7,Weekday,IL_JOL,60491,28,-87.95,41.61,290
58520645,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,7,Weekday,IL_JOL,60491,28,-87.95,41.61,290
58520736,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,3,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58520841,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,3,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58520911,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,4,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58520953,IL_CHI,V,2024-06-10,5780d0e0cf4f4de6960d6a5b6d6479cd,0,5,Weekday,OK_TUL,74601,746,-97.11,36.7,1700
58520974,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,4,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58520991,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,6,Weekday,IL_CHI,60160,15,-87.86,41.9,270
58521028,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,6,Weekday,IL_CHI,60160,15,-87.86,41.9,270
58521052,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,6,Weekday,IL_CHI,60160,15,-87.86,41.9,270
58521061,IL_CHI,V,2024-06-07,9d105495911c4a77897419794425d0b4,0,0,Weekday,KY_LEX,41048,316,-84.69,39.08,800
58521076,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,7,Weekday,IL_CHI,60160,15,-87.86,41.9,270
58521090,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,7,Weekday,IL_CHI,60160,15,-87.86,41.9,270
58521107,IL_CHI,V,2024-06-07,3241b44ac4bc4868a43ee6f603088e3a,0,7,Weekday,IL_CHI,60160,15,-87.86,41.9,270
58659868,IL_CHI,V,2024-06-20,16baf742dd184a4cb79cfcb23162eb33,0,2,Weekday,WI_MAD,53546,106,-88.99,42.67,400
58659905,IL_CHI,V,2024-06-20,16baf742dd184a4cb79cfcb23162eb33,0,2,Weekday,WI_MAD,53546,106,-88.99,42.67,400
58659911,IL_CHI,V,2024-06-19,a1c985ca7d7446dcbe601c9815574f38,0,2,Weekday,MN_MIN,55121,395,-93.15,44.85,800
58659973,IL_CHI,V,2024-06-19,16baf742dd184a4cb79cfcb23162eb33,0,2,Weekday,WI_MAD,53546,106,-88.99,42.67,350
58660144,IL_CHI,V,2024-06-19,23963d333a3647a0a24790464277bd54,0,1,Weekday,OH_CLE,44077,404,-81.23,41.71,1000
58660266,IL_CHI,V,2024-06-19,978391c5e7704a30876367d950030027,0,1,Weekday,CA_LAX,90501,2031,-118.31,33.83,2400
58660309,IL_CHI,V,2024-06-19,3b6ea73611314d80a0d6898e815ed563,0,1,Weekday,TX_LAR,78045,1361,-99.51,27.68,1700
58660723,IL_CHI,V,2024-06-20,1b1b32969ed344d5983d06106364effa,0,1,Weekday,CA_LAX,91331,2019,-118.42,34.26,2200
58672384,IL_CHI,V,2024-06-19,352f0264c2744457a8f4dc3f5e17fa49,0,1,Weekday,IL_CHI,60160,27,-87.86,41.9,300
58672552,IL_CHI,V,2024-06-19,352f0264c2744457a8f4dc3f5e17fa49,0,2,Weekday,IL_CHI,60160,27,-87.86,41.9,300
58672610,IL_CHI,V,2024-06-19,1b1b32969ed344d5983d06106364effa,0,2,Weekday,TX_FTW,76155,932,-97.06,32.83,1750
58672701,IL_CHI,V,2024-06-20,1b1b32969ed344d5983d06106364effa,0,2,Weekday,TX_FTW,76155,932,-97.06,32.83,1800
58672959,IL_CHI,V,2024-06-20,ef91a8d1e33d46edb083805c019133ff,0,1,Weekday,NC_GRE,27101,705,-80.22,36.1,1100
58673103,IL_CHI,V,2024-06-19,8a1b7d1201564fe4bbdea9e1e8978c67,0,1,Weekday,WI_MIL,53144,52,-87.89,42.61,325
58819722,IL_CHI,V,2024-07-08,7654fa2745544922a48570bf25f3ff2f,0,7,Weekday,WI_GRE,54154,232,-88.17,44.88,600
58819724,IL_CHI,V,2024-07-08,7654fa2745544922a48570bf25f3ff2f,0,8,Weekday,WI_GRE,54154,232,-88.17,44.88,600
58819845,IL_CHI,V,2024-07-02,978391c5e7704a30876367d950030027,0,4,Weekday,NE_OMA,68023,465,-96.04,41.45,1050
58819878,IL_CHI,V,2024-07-02,37e525688f37439ba4cc3ff5cf08161d,0,1,Weekday,NE_OMA,68517,504,-96.6,40.91,1500
58831422,IL_CHI,V,2024-07-02,5bf2589d5b844e7691cf7475144e50a2,0,1,Weekday,TN_MEM,38116,583,-90.01,35.03,800
58831491,IL_CHI,V,2024-07-03,6fa4b26259b14cb1a966844888d809a4,0,6,Weekday,TN_MEM,38008,512,-88.99,35.25,900
58831516,IL_CHI,V,2024-07-02,08013aaf38834c68b5db0764a0d50dd5,0,1,Weekday,MN_MIN,55379,404,-93.49,44.77,900
58831647,IL_CHI,V,2024-07-02,33f46815e47a4fabbbd0865c5b9e5eb7,0,1,Weekday,FL_LAK,33626,1198,-82.61,28.06,3000
58831683,IL_CHI,V,2024-07-02,08013aaf38834c68b5db0764a0d50dd5,0,1,Weekday,MN_MIN,55379,404,-93.49,44.77,900
58831729,IL_CHI,V,2024-07-02,08013aaf38834c68b5db0764a0d50dd5,0,1,Weekday,IA_DES,50317,317,-93.55,41.62,975
58831775,IL_CHI,V,2024-07-02,08013aaf38834c68b5db0764a0d50dd5,0,1,Weekday,SD_SXF,51111,462,-96.38,42.41,1150
58831927,IL_CHI,V,2024-07-02,7e9dd2ab5214436cb314d85f601ecce8,0,3,Weekday,NE_OMA,68138,450,-96.14,41.17,900
58831929,IL_CHI,V,2024-07-02,7e9dd2ab5214436cb314d85f601ecce8,0,3,Weekday,NE_OMA,68138,450,-96.14,41.17,900
58832006,IL_CHI,V,2024-07-02,2d24e03a14f34aa4827ed5c5b812aae0,0,1,Weekday,IL_CHI,60174,54,-88.3,41.92,350
58832067,IL_CHI,V,2024-07-03,f8d0e8767e994d11a10df9bc73ce1689,0,1,Weekday,MI_RAP,49002,195,-85.57,42.21,700
58832605,IL_CHI,V,2024-07-02,626b158178f145d18cd3da68bd566f6a,0,7,Weekday,IL_JOL,60563,16,-88.17,41.8,250
58980612,IL_CHI,V,2024-07-18,704dccc1b4ce4dd0b9a41dffd28bd96c,0,9,Weekday,TN_NAS,37174,532,-86.91,35.73,1000
58993462,IL_CHI,V,2024-07-22,5780d0e0cf4f4de6960d6a5b6d6479cd,0,6,Weekday,IL_CHI,60628,47,-87.62,41.7,300
58993577,IL_CHI,V,2024-07-22,5780d0e0cf4f4de6960d6a5b6d6479cd,0,5,Weekday,IL_CHI,60628,47,-87.62,41.7,300
58993585,IL_CHI,V,2024-07-22,5780d0e0cf4f4de6960d6a5b6d6479cd,0,7,Weekday,IL_CHI,60628,47,-87.62,41.7,300
58993586,IL_CHI,V,2024-07-22,5780d0e0cf4f4de6960d6a5b6d6479cd,0,7,Weekday,IL_CHI,60628,47,-87.62,41.7,300
58993639,IL_CHI,V,2024-07-22,5780d0e0cf4f4de6960d6a5b6d6479cd,0,6,Weekday,IL_CHI,60628,47,-87.62,41.7,300
58993711,IL_CHI,V,2024-07-22,5780d0e0cf4f4de6960d6a5b6d6479cd,0,4,Weekday,IL_CHI,60628,54,-87.62,41.7,375
59009452,IL_CHI,V,2024-07-17,3241b44ac4bc4868a43ee6f603088e3a,0,0,Weekday,IL_JOL,60491,28,-87.95,41.61,290
59009518,IL_CHI,V,2024-07-17,3241b44ac4bc4868a43ee6f603088e3a,0,0,Weekday,IL_CHI,60160,15,-87.86,41.9,270
58406589,IL_CHI,V,2024-05-30,bce8dab6d96f40a18869ad942b465636,0,0,Weekday,MN_MIN,55374,415,-93.56,45.19,850
58406637,IL_CHI,V,2024-05-30,c2d6528118df444098dbc74735a651ed,0,1,Weekday,WI_MIL,53144,64,-87.89,42.61,321
58417387,IL_CHI,V,2024-05-31,cfa61bcbb6644009a155bbae2133a602,0,1,Weekday,PA_PHI,08016,784,-74.84,40.06,1800
58417424,IL_CHI,V,2024-05-31,cfa61bcbb6644009a155bbae2133a602,0,1,Weekday,PA_PHI,08016,784,-74.84,40.06,1800
58417457,IL_CHI,V,2024-05-31,cfa61bcbb6644009a155bbae2133a602,0,4,Weekday,PA_PHI,08016,784,-74.84,40.06,1800
58418112,IL_CHI,V,2024-05-31,b10cdcb25f354e0490de899c770b2e88,0,1,Weekday,WI_EAU,54771,325,-90.8,44.96,800
58418452,IL_CHI,V,2024-05-31,1b1b32969ed344d5983d06106364effa,0,1,Weekday,IN_SBD,46517,157,-85.98,41.64,505
58429068,IL_CHI,V,2024-05-31,3241b44ac4bc4868a43ee6f603088e3a,0,3,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58429078,IL_CHI,V,2024-05-31,3241b44ac4bc4868a43ee6f603088e3a,0,6,Weekday,IL_CHI,60160,15,-87.86,41.9,270
58429115,IL_CHI,V,2024-05-31,3241b44ac4bc4868a43ee6f603088e3a,0,3,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58429158,IL_CHI,V,2024-06-05,2749ecff574049dfa5de4ab0a6ccabb8,0,5,Weekday,OH_CLE,44035,345,-82.11,41.37,850
58429161,IL_CHI,V,2024-06-03,2c09899c337b43b085f457225e69bff6,0,3,Weekday,IL_JOL,60526,17,-87.87,41.83,300
58429185,IL_CHI,V,2024-05-31,626b158178f145d18cd3da68bd566f6a,0,3,Weekday,TN_NAS,37090,493,-86.31,36.13,1000
58429263,IL_CHI,V,2024-05-31,16c001a2d1a94eaba3aa057abd2c23bc,0,4,Weekday,IN_FTW,46725,202,-85.48,41.17,600
58429426,IL_CHI,V,2024-05-31,3241b44ac4bc4868a43ee6f603088e3a,0,3,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58429467,IL_CHI,V,2024-05-31,923cbeec63c342f987826b4963d826c5,0,4,Weekday,NY_ALB,12831,876,-73.7,43.18,2500
58429485,IL_CHI,V,2024-05-31,3241b44ac4bc4868a43ee6f603088e3a,0,4,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58429527,IL_CHI,V,2024-05-31,3241b44ac4bc4868a43ee6f603088e3a,0,4,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58429652,IL_CHI,V,2024-06-03,9f508eb8950a43c588d4bfe016a10a7b,0,3,Weekday,MO_KAN,64131,528,-94.58,38.96,900
58566975,IL_CHI,V,2024-06-19,7e9dd2ab5214436cb314d85f601ecce8,0,7,Weekday,CT_HAR,06082,925,-72.57,41.99,2100
58577993,IL_CHI,V,2024-06-12,ba437c5fd9dd4eddbb7e6e3aa27adf7a,0,0,Weekday,MN_MIN,55369,406,-93.44,45.12,800
58578171,IL_CHI,V,2024-06-24,2686aac6b0414811a0688ac8271e5e66,0,14,Weekday,WI_MIL,53051,82,-88.11,43.15,400
58578202,IL_CHI,V,2024-06-12,a2e83ec4812b4c51a07b8bf90460dbbf,0,2,Weekday,NC_CHA,28214,784,-80.96,35.28,1400
58721788,IL_CHI,V,2024-06-26,6b895778b53b4b63aefa8403a095717e,0,0,Weekday,WI_MAD,53916,152,-88.85,43.46,450
58721820,IL_CHI,V,2024-06-26,84847a1a922444f7a6d226f328b0a855,0,0,Weekday,IN_IND,46052,176,-86.47,40.04,700
58733301,IL_CHI,V,2024-06-27,17e0ee912af948d5987da08daf73a477,0,2,Weekday,WI_GRE,54481,214,-89.58,44.52,650
58733304,IL_CHI,V,2024-06-25,7e9dd2ab5214436cb314d85f601ecce8,0,2,Weekday,MN_MIN,55075,379,-93.04,44.89,900
58733453,IL_CHI,V,2024-06-27,bb1b81f5f9a04407bd68a7d7557d4da6,0,2,Weekday,TX_DAL,75160,942,-96.29,32.75,1750
58733683,IL_CHI,V,2024-07-02,094e72b27426481e942791f742fb52e8,0,8,Weekday,MN_MIN,56001,434,-93.99,44.16,1250
58733808,IL_CHI,V,2024-06-25,b7e935c659164b869e48fbc8283d39d8,0,1,Weekday,TN_NAS,37174,497,-86.91,35.73,1000
58733976,IL_CHI,V,2024-07-08,79cfebc240624792aa728260f7bc005e,0,13,Weekday,NV_VEG,89122,1728,-115.04,36.11,3000
58734094,IL_CHI,V,2024-06-25,5ad076e4bffe4ec3b6a9ea81b0c1dba3,0,1,Weekday,NC_CHA,28328,884,-78.34,35.01,1600
58734184,IL_CHI,V,2024-07-01,a1c985ca7d7446dcbe601c9815574f38,0,6,Weekday,MI_DET,48203,298,-83.1,42.42,900
58734195,IL_CHI,V,2024-06-25,b7e935c659164b869e48fbc8283d39d8,1,1,Weekday,WI_EAU,54601,241,-91.19,43.8,950
58734666,IL_CHI,V,2024-06-25,978391c5e7704a30876367d950030027,0,3,Weekday,PA_PHI,19114,809,-75.01,40.07,1790
58734677,IL_CHI,V,2024-06-25,7bc3ca5216684b29ad0bea085e402cfa,0,0,Weekday,PA_HAR,17517,747,-76.11,40.23,1650
58734732,IL_CHI,V,2024-06-25,111bd26082b34be1b42de69042e15535,0,0,Weekday,TX_AUS,78744,1168,-97.74,30.19,1900
58734742,IL_CHI,V,2024-06-25,7bc3ca5216684b29ad0bea085e402cfa,0,0,Weekday,PA_HAR,17517,747,-76.11,40.23,1950
58734762,IL_CHI,V,2024-06-25,ba437c5fd9dd4eddbb7e6e3aa27adf7a,0,0,Weekday,MI_DET,48030,307,-83.1,42.46,1000
58734866,IL_CHI,V,2024-06-25,ba437c5fd9dd4eddbb7e6e3aa27adf7a,0,0,Weekday,MI_DET,48030,307,-83.1,42.46,800
58878471,IL_CHI,V,2024-07-08,d54cb99409424b6e9aca8af944ce993d,0,10,Weekday,MI_RAP,49512,209,-85.56,42.89,625
58878528,IL_CHI,V,2024-07-09,110ef1b7fdf443f8ada3202b008df6e6,0,14,Weekday,MI_RAP,49637,333,-85.7,44.64,800
58878550,IL_CHI,V,2024-07-08,d54cb99409424b6e9aca8af944ce993d,0,8,Weekday,MI_RAP,49512,209,-85.56,42.89,625
58890221,IL_CHI,V,2024-07-11,227cad1b862745638bce345c5813a550,0,1,Weekday,IL_CHI,60624,18,-87.72,41.88,300
58890226,IL_CHI,V,2024-07-11,227cad1b862745638bce345c5813a550,0,1,Weekday,IL_CHI,60624,18,-87.72,41.88,300
58890304,IL_CHI,V,2024-07-10,047ec47e1faf4685804b6358be12713f,0,1,Weekday,IL_JOL,60433,36,-88.05,41.5,300
58890382,IL_CHI,V,2024-07-12,227cad1b862745638bce345c5813a550,0,4,Weekday,WI_GRE,54914,185,-88.45,44.27,550
58890383,IL_CHI,V,2024-07-11,227cad1b862745638bce345c5813a550,0,14,Weekday,IL_JOL,60490,30,-88.14,41.68,275
58890384,IL_CHI,V,2024-07-12,227cad1b862745638bce345c5813a550,0,4,Weekday,IL_CHI,60188,57,-88.13,41.92,275
58890386,IL_CHI,V,2024-07-11,227cad1b862745638bce345c5813a550,1,4,Weekday,IL_JOL,60490,30,-88.14,41.68,275
58901991,IL_CHI,V,2024-07-10,97af2dadcb1d40c9a3703602de297be3,0,6,Weekday,MO_STL,63301,303,-90.5,38.81,800
58902004,IL_CHI,V,2024-07-10,97af2dadcb1d40c9a3703602de297be3,0,8,Weekday,MO_KAN,64120,507,-94.53,39.13,1100
58202347,IL_CHI,V,2024-05-29,094e72b27426481e942791f742fb52e8,0,14,Weekday,TX_LAR,78045,1382,-99.51,27.68,1800
58202349,IL_CHI,V,2024-06-03,094e72b27426481e942791f742fb52e8,0,14,Weekday,TX_LAR,78045,1382,-99.51,27.68,1800
58202351,IL_CHI,V,2024-05-28,094e72b27426481e942791f742fb52e8,0,14,Weekday,TX_LAR,78045,1382,-99.51,27.68,1800
58202352,IL_CHI,V,2024-05-29,094e72b27426481e942791f742fb52e8,0,14,Weekday,TX_LAR,78045,1382,-99.51,27.68,1800
58202353,IL_CHI,V,2024-05-28,094e72b27426481e942791f742fb52e8,0,14,Weekday,UT_SLC,84663,1425,-111.59,40.17,2850
58288960,IL_CHI,V,2024-06-03,a4312fea46454695b55c77875cd41ab3,0,14,Weekday,OH_CIN,45040,327,-84.31,39.35,900
58290841,IL_CHI,V,2024-05-30,acb8f3796b964ac4857964959f5f5fe9,0,14,Weekday,IL_JOL,60441,33,-88.04,41.59,273
58292126,IL_CHI,V,2024-06-03,094e72b27426481e942791f742fb52e8,0,14,Weekday,UT_SLC,84663,1425,-111.59,40.17,2850
58292426,IL_CHI,V,2024-06-18,43ae6f7d3a00456c967dcd504f88d63e,0,14,Weekday,IN_IND,46268,193,-86.23,39.9,600
58292502,IL_CHI,V,2024-06-14,43ae6f7d3a00456c967dcd504f88d63e,0,14,Weekday,IN_IND,46268,193,-86.23,39.9,600
58327354,IL_CHI,V,2024-05-29,923cbeec63c342f987826b4963d826c5,0,11,Weekday,NY_ALB,12831,876,-73.7,43.18,2025
58327578,IL_CHI,V,2024-05-31,87191035cf6741159409ab9ab7815a99,0,9,Saturday,MN_MIN,55450,389,-93.23,44.87,873
58327621,IL_CHI,V,2024-05-30,acb8f3796b964ac4857964959f5f5fe9,0,14,Weekday,IL_JOL,60441,33,-88.04,41.59,273
58327625,IL_CHI,V,2024-05-31,acb8f3796b964ac4857964959f5f5fe9,0,11,Weekday,IL_JOL,60441,33,-88.04,41.59,273
58327660,IL_CHI,V,2024-05-30,3241b44ac4bc4868a43ee6f603088e3a,0,11,Weekday,IL_CHI,60106,13,-87.95,41.95,249
58327854,IL_CHI,V,2024-06-02,ef91a8d1e33d46edb083805c019133ff,0,14,Weekday,NC_GRE,27101,696,-80.22,36.1,1300
58327946,IL_CHI,V,2024-06-10,ef91a8d1e33d46edb083805c019133ff,0,14,Weekday,NC_GRE,27101,696,-80.22,36.1,1350
58328015,IL_CHI,V,2024-05-28,a1c985ca7d7446dcbe601c9815574f38,0,5,Weekday,MI_RAP,48917,235,-84.63,42.73,850
58486631,IL_CHI,V,2024-06-05,2d87347649fb405980aae3faeee9327b,0,1,Weekday,IL_CHI,60062,50,-87.84,42.13,350
58486651,IL_CHI,V,2024-06-05,626b158178f145d18cd3da68bd566f6a,0,1,Weekday,SD_SXF,51301,430,-95.15,43.15,1050
58486806,IL_CHI,V,2024-06-05,94fb07fe17eb41ce86d8a25218750315,0,1,Weekday,IN_FTW,46938,203,-85.61,40.46,575
58487461,IL_CHI,V,2024-06-05,2236033e2ead46048f1d66eba0cf5c45,0,1,Weekday,IL_CHI,60007,22,-88.01,42.01,250
58628245,IL_CHI,V,2024-06-17,437ecab5196c499ca32a22aeb3d8afb7,0,2,Weekday,OH_COL,43113,385,-82.94,39.59,950
58628321,IL_CHI,V,2024-06-17,e066932580154ac795b9126c56b4f150,0,0,Weekday,CA_LAX,90250,2028,-118.35,33.91,2400
58628441,IL_CHI,V,2024-06-17,923cbeec63c342f987826b4963d826c5,0,4,Weekday,GA_ATL,30549,816,-83.58,34.11,1800
58628569,IL_CHI,V,2024-06-17,9b35906120f14233aca7b5e2a859b698,0,1,Weekday,OH_CLE,44131,385,-81.65,41.39,875
58628868,IL_CHI,V,2024-06-17,b4ee1e9326b8424989b9e2bc4d7183e9,0,0,Weekday,OH_CLE,44135,356,-81.82,41.42,1100
58628892,IL_CHI,V,2024-06-17,923cbeec63c342f987826b4963d826c5,0,11,Weekday,NY_ALB,12831,876,-73.7,43.18,2500
58628918,IL_CHI,V,2024-06-17,3241b44ac4bc4868a43ee6f603088e3a,0,4,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58628975,IL_CHI,V,2024-06-17,3241b44ac4bc4868a43ee6f603088e3a,0,4,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58629032,IL_CHI,V,2024-06-17,3241b44ac4bc4868a43ee6f603088e3a,0,4,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58629081,IL_CHI,V,2024-06-17,6e86b1fe912d42f9aadc648a807a46d4,0,0,Weekday,OH_CLE,44070,374,-81.91,41.42,950
58640028,IL_CHI,V,2024-06-19,a1c985ca7d7446dcbe601c9815574f38,0,2,Weekday,MI_DET,48203,273,-83.1,42.42,800
58650537,IL_CHI,V,2024-06-18,3241b44ac4bc4868a43ee6f603088e3a,0,8,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58650564,IL_CHI,V,2024-06-18,111bd26082b34be1b42de69042e15535,0,6,Weekday,IL_JOL,60446,63,-88.11,41.63,450
58650595,IL_CHI,V,2024-06-18,3241b44ac4bc4868a43ee6f603088e3a,0,8,Weekday,IL_CHI,60018,19,-87.89,42.01,275
58798469,IL_CHI,V,2024-07-01,9f508eb8950a43c588d4bfe016a10a7b,0,3,Weekday,MO_KAN,64020,453,-93.58,38.98,1000
58798509,IL_CHI,V,2024-07-01,c67e1c7505b04049bff48fc01fc9aa5f,0,4,Weekday,TX_MCA,78503,1462,-98.24,26.17,1800
58798709,IL_CHI,V,2024-07-01,bb1b81f5f9a04407bd68a7d7557d4da6,0,3,Weekday,TX_DAL,75160,942,-96.29,32.75,1750
58798818,IL_CHI,V,2024-06-28,923cbeec63c342f987826b4963d826c5,0,14,Weekday,NY_ALB,12831,876,-73.7,43.18,2500
58798863,IL_CHI,V,2024-07-16,923cbeec63c342f987826b4963d826c5,0,14,Weekday,NY_ALB,12831,876,-73.7,43.18,2500
58798935,IL_CHI,V,2024-07-15,923cbeec63c342f987826b4963d826c5,0,14,Weekday,NY_ALB,12831,876,-73.7,43.18,2500
58798978,IL_CHI,V,2024-06-28,923cbeec63c342f987826b4963d826c5,0,14,Weekday,NY_ALB,12831,876,-73.7,43.18,2500
58799081,IL_CHI,V,2024-06-28,923cbeec63c342f987826b4963d826c5,0,3,Weekday,CO_DEN,80916,1054,-104.73,38.81,2600
58799868,IL_CHI,V,2024-06-28,138435f1a44f44b9b70c0ca51a0597b3,0,4,Weekday,IN_IND,47348,183,-85.36,40.45,700
58799879,IL_CHI,V,2024-07-05,2749ecff574049dfa5de4ab0a6ccabb8,0,7,Weekday,MA_BOS,02019,1000,-71.47,42.08,2400
58799883,IL_CHI,V,2024-07-08,214c3f6d5dd74959bbb35776ea0bd691,0,10,Weekday,MO_KAN,64082,503,-94.4,38.85,1050
58799955,IL_CHI,V,2024-06-28,f8d0e8767e994d11a10df9bc73ce1689,0,3,Weekday,MI_RAP,49002,195,-85.57,42.21,650
58800058,IL_CHI,V,2024-06-28,37e525688f37439ba4cc3ff5cf08161d,0,0,Weekday,TX_LAR,78045,1352,-99.51,27.68,1750
58800156,IL_CHI,V,2024-06-28,c9fe7029117647bf8248983bde5a33f9,0,3,Weekday,IL_CHI,60056,27,-87.94,42.07,375
58810087,IL_CHI,V,2024-07-01,ac0dc1d3b87843b1b29877b60f5e64fd,0,1,Weekday,MO_STL,63132,303,-90.38,38.67,720
58810112,IL_CHI,V,2024-07-01,626b158178f145d18cd3da68bd566f6a,0,0,Weekday,MA_BOS,01434,1022,-71.61,42.54,2200
58810152,IL_CHI,V,2024-07-01,626b158178f145d18cd3da68bd566f6a,0,0,Weekday,MA_BOS,01434,1022,-71.61,42.54,2200
58810216,IL_CHI,V,2024-07-01,626b158178f145d18cd3da68bd566f6a,0,0,Weekday,MA_BOS,01434,1022,-71.61,42.54,2200
58810258,IL_CHI,V,2024-07-01,5d603450f3ae4a368aafa63c479bb128,0,2,Weekday,NJ_ELI,07036,794,-74.25,40.63,1900
58810335,IL_CHI,V,2024-07-01,626b158178f145d18cd3da68bd566f6a,0,1,Weekday,CA_ONT,92551,1972,-117.22,33.88,2200
58956010,IL_CHI,V,2024-07-15,0f143932cd51406f95bfbd7ff6462262,0,5,Weekday,MN_MIN,55316,438,-93.39,45.17,800
58956024,IL_CHI,V,2024-07-16,bb1b81f5f9a04407bd68a7d7557d4da6,0,5,Weekday,TX_DAL,75160,933,-96.29,32.75,1800
58956035,IL_CHI,V,2024-07-19,9f1a9216f9ce4b6397850763dd2e0946,0,10,Weekday,MN_MIN,55060,375,-93.22,44.08,875
58956060,IL_CHI,V,2024-07-14,b7e935c659164b869e48fbc8283d39d8,0,3,Weekday,WI_EAU,54601,243,-91.19,43.8,675
58956403,IL_CHI,V,2024-07-16,704dccc1b4ce4dd0b9a41dffd28bd96c,0,5,Weekday,OH_COL,43219,354,-82.92,40.01,800
58956466,IL_CHI,V,2024-07-15,7d1248e33fec4e4184af69c0f063b627,0,6,Weekday,WI_MIL,53225,100,-88.04,43.12,300
58956623,IL_CHI,V,2024-07-16,a96881d0031d4aeab7a20111d74ba139,0,4,Weekday,IL_JOL,60411,74,-87.61,41.51,370
58968531,IL_CHI,V,2024-07-15,79dca7a2ba9d409c8759a120c55912db,0,0,Weekday,MI_DET,48237,301,-83.18,42.47,900
58968544,IL_CHI,V,2024-07-15,626b158178f145d18cd3da68bd566f6a,0,2,Weekday,MA_BOS,01434,1022,-71.61,42.54,2200
58968636,IL_CHI,V,2024-07-15,626b158178f145d18cd3da68bd566f6a,0,2,Weekday,MA_BOS,01434,1022,-71.61,42.54,2200
58968682,IL_CHI,V,2024-07-15,ba437c5fd9dd4eddbb7e6e3aa27adf7a,0,0,Weekday,MI_DET,48030,307,-83.1,42.46,750
58968704,IL_CHI,V,2024-07-15,626b158178f145d18cd3da68bd566f6a,0,2,Weekday,MA_BOS,01434,1022,-71.61,42.54,2200
58968773,IL_CHI,V,2024-07-15,626b158178f145d18cd3da68bd566f6a,0,2,Weekday,MA_BOS,01434,1022,-71.61,42.54,2200
58968902,IL_CHI,V,2024-07-15,80938dd9091c479ca3ae6d8b1bee1dbd,0,1,Weekday,GA_ATL,30071,743,-84.2,33.94,1600
58969139,IL_CHI,V,2024-07-20,704dccc1b4ce4dd0b9a41dffd28bd96c,0,7,Weekday,TN_NAS,37174,532,-86.91,35.73,1000
58969166,IL_CHI,V,2024-07-15,227cad1b862745638bce345c5813a550,0,1,Weekday,IL_CHI,60188,38,-88.13,41.92,298
58384698,IL_CHI,V,2024-06-04,accc331daa10487895a1a7114c172556,0,6,Weekday,IL_JOL,60446,44,-88.11,41.63,271
58384782,IL_CHI,V,2024-06-05,094e72b27426481e942791f742fb52e8,0,9,Weekday,MN_MIN,56001,434,-93.99,44.16,900
